source,target,year,Tag
attribute,natural_language,1991,no
method,number,1991,no
obstacle,travel,1991,no
electrode,monitor,1991,no
monitor,water,1991,no
detect,focus,1991,no
method,unknown,1991,no
measure,step,1991,no
guide,machine,1991,no
cell,obstacle,1991,no
charge,material,1991,no
distribution,item,1991,no
item,order,1991,no
item,work,1991,no
method,table,1991,no
represent,variable,1991,no
power,vowel,1991,no
form,table,1991,no
relation,response,1991,no
channel,inter,1991,no
date,similarity,1991,no
calculate,storage,1991,no
inter,language,1991,no
coefficient,electronic,1991,no
control_system,controller,1991,no
control_system,variable,1991,no
assembly,material,1991,no
reference,represent,1991,no
image_processing,method,1991,no
data,input_datum,1991,no
control_system,remote,1991,no
distribution,power,1991,no
multipli,substrate,1991,no
processing_apparatus,substrate,1991,no
correction,internal,1991,no
internal,number,1991,no
final,stage,1991,no
displacement,pixel,1991,no
displacement,shift,1991,no
location,power,1991,no
channel,location,1991,no
internal,missile,1991,no
assembly,multipli,1991,no
multipli,register,1991,no
machine,work,1991,no
amplifier,cell,1991,no
coupling,internal,1991,no
search,structure,1991,no
environment,measure,1991,no
apparatus,image_processing,1991,no
apparatus,transmission,1991,no
amplifier,channel,1991,no
nonlinear,operational,1991,no
confidence,measure,1991,no
driver,form,1991,no
steering,travel,1991,no
row,storage,1991,no
data,internal,1991,no
automatic,shift,1991,no
charge,station,1991,no
feature_vector,measure,1991,no
monitor,station,1991,no
input_datum,instruction,1991,no
laser,track,1991,no
digital,intermediate,1991,no
control_system,roll,1991,no
encode,storage,1991,no
disk,track,1991,no
similarity,stage,1991,no
guidance,roll,1991,no
detect,dimensional,1991,no
beam,guide,1991,no
detect,valve,1991,no
band,transmission,1991,no
array,assembly,1991,no
instruction,production,1991,no
independent,variable,1991,no
analysis,method,1991,no
item,step,1991,no
air,pressure,1991,no
estimate,travel,1991,no
encode,performance,1991,no
feature_vector,performance,1991,no
machine,range,1991,no
function,input,1991,no
circuit,weighting,1991,no
fuzzy,operation,1991,no
datum,digital,1991,no
fuzzy,value,1991,no
pattern,standard,1991,no
fuzzy,inference,1991,no
point,waveform,1991,no
neural,speed,1991,no
internal,line,1991,no
distance,sensor,1991,no
neuron,output,1991,no
memory,value,1991,no
dictionary,speech,1991,no
category,pattern,1991,no
file,knowledge,1991,no
input,linear,1991,no
model,state,1991,no
category,learn,1991,no
input,level,1991,no
correlation,matrix,1991,no
chip,substrate,1991,no
coefficient,coupling,1991,no
electrode,shift,1991,no
data,diagnostic,1991,no
diagnostic,guidance,1991,no
guidance,structure,1991,no
board,controller,1991,no
performance,user,1991,no
natural_language,structure,1991,no
apparatus,form,1991,no
change,reasoning,1991,no
command,string,1991,no
membership,track,1991,no
apparatus,remote,1991,no
laser,machine,1991,no
digital,linear,1991,no
measure,operational,1991,no
array,pixel,1991,no
program,search,1991,no
air,laser,1991,no
class,sort,1991,no
driver,storage,1991,no
item,table,1991,no
segment,vowel,1991,no
register,variable,1991,no
angle,decrease,1991,no
decrease,motor,1991,no
missile,pixel,1991,no
board,hand,1991,no
board,remote,1991,no
hand,remote,1991,no
analysis,language,1991,no
class,mechanism,1991,no
class,work,1991,no
controller,variable,1991,no
language,natural_language,1991,no
roll,track,1991,no
frequency,sort,1991,no
length,pixel,1991,no
apparatus,hand,1991,no
represent,utterance,1991,no
speech_recognition,standard,1991,no
action,utterance,1991,no
operating,utterance,1991,no
current,wire,1991,no
machine,similarity,1991,no
machine,voice_command,1991,no
reference,sample,1991,no
assembly,substrate,1991,no
controller,register,1991,no
assembly,register,1991,no
motion,motor,1991,no
missile,rate,1991,no
assembly,detect,1991,no
cell,intermediate,1991,no
command,roll,1991,no
driver,travel,1991,no
correlation,shape,1991,no
drive,form,1991,no
index,module,1991,no
correction,storage,1991,no
estimate,standard,1991,no
order,standard,1991,no
abnormality,diagnostic,1991,no
charge,nonlinear,1991,no
data,storage,1991,no
response,storage,1991,no
drive,track,1991,no
guidance,rate,1991,no
dimensional,pixel,1991,no
attribute,input_datum,1991,no
image_datum,pixel,1991,no
elevator,travel,1991,no
estimate,time,1991,no
data,machine,1991,no
range,reasoning,1991,no
base,rule,1991,no
speed,vehicle,1991,no
candidate,character,1991,no
recognition,section,1991,no
block,voice,1991,no
evaluation,function,1991,no
area,picture,1991,no
condition,process,1991,no
address,matrix,1991,no
time,vector,1991,no
intermediate,layer,1991,no
form,image,1991,no
element,light,1991,no
device,form,1991,no
category,vector,1991,no
learn,weight,1991,no
environment,mode,1991,no
characteristic,distribution,1991,no
controller,structure,1991,no
measure,membership,1991,no
elevator,reasoning,1991,no
characteristic,motion,1991,no
fuzzy_logic,reasoning,1991,no
estimate,phoneme,1991,no
production,travel,1991,no
clause,evaluation,1991,no
final,recognize,1991,no
length,motor,1991,no
clause,sentence,1991,no
current,switch,1991,no
level,rate,1991,no
bus,instruction,1991,no
instruction,recognize,1991,no
amplifier,threshold,1991,no
length,standard,1991,no
chip,item,1991,no
module,number,1991,no
phoneme,probability,1991,no
correlation,partial,1991,no
item,method,1991,no
environment,evaluation,1991,no
represent,time,1991,no
cell,file,1991,no
register,shift,1991,no
filter,frequency,1991,no
range,sentence,1991,no
phoneme,segmentation,1991,no
phoneme,step,1991,no
calculate,second,1991,no
date,pixel,1991,no
correlation,intermediate,1991,no
natural_language,program,1991,no
angle,missile,1991,no
binary,code,1991,no
external,standard,1991,no
category,vowel,1991,no
code,vowel,1991,no
comparator,second,1991,no
reference,utterance,1991,no
standard,voice_command,1991,no
automatic,mode,1991,no
product,second,1991,no
change,state,1991,no
channel,remote,1991,no
command,power,1991,no
feature_vector,state,1991,no
bus,missile,1991,no
band,power,1991,no
attribute,item,1991,no
monitor,performance,1991,no
address,counter,1991,no
address,step,1991,no
correlation,filter,1991,no
address,row,1991,no
membership,storage,1991,no
row,second,1991,no
execution,state,1991,no
abnormality,module,1991,no
file,language,1991,no
rate,roll,1991,no
address,location,1991,no
detect,pixel,1991,no
dimensional,recognize,1991,no
graphic,station,1991,no
graphic,sheet,1991,no
coefficient,detect,1991,no
angle,guidance,1991,no
angle,wire,1991,no
index,state,1991,no
code,product,1991,no
guide,mode,1991,no
mode,record,1991,no
motor,operating,1991,no
motor,valve,1991,no
operating,time,1991,no
time,valve,1991,no
light,write,1991,no
step,waveform,1991,no
elevator,time,1991,no
data,reasoning,1991,no
signal,speech,1991,no
neural_network,recognition,1991,no
arithmetic,cluster,1991,no
network,waveform,1991,no
arithmetic,matrix,1991,no
input,second,1991,no
device,storage,1991,no
device,measure,1991,no
sound,vector,1991,no
bus,unit,1991,no
element,processing,1991,no
learn,pattern,1991,no
position,vehicle,1991,no
circuit,neuron,1991,no
element,neuron,1991,no
candidate,process,1991,no
display,item,1991,no
power,speech,1991,no
computer,function,1991,no
matrix,optical,1991,no
channel,speech,1991,no
character,write,1991,no
object,wave,1991,no
focus,information,1991,no
execution,inference,1991,no
sequence,vector,1991,no
base,mechanism,1991,no
path,steering,1991,no
sound,vowel,1991,no
encode,symbol,1991,no
address,instruction,1991,no
bus,controller,1991,no
event,update,1991,no
abnormality,characteristic,1991,no
abnormality,quantity,1991,no
array,light,1991,no
execution,plant,1991,no
plant,record,1991,no
category,discrimination,1991,no
category,similarity,1991,no
correlation,internal,1991,no
production,time,1991,no
input_datum,module,1991,no
command,segment,1991,no
beam,pixel,1991,no
beam,machine,1991,no
air,rate,1991,no
operational,threshold,1991,no
air,beam,1991,no
frequency,linear,1991,no
graphic,reference,1991,no
elevator,evaluation,1991,no
code,transmission,1991,no
characteristic,driver,1991,no
partial,second,1991,no
time,variable,1991,no
characteristic,operational,1991,no
diagnostic,item,1991,no
response,waveform,1991,no
program,variable,1991,no
decrease,speed,1991,no
address,multipli,1991,no
multipli,second,1991,no
class,production,1991,no
channel,power,1991,no
characteristic,control_system,1991,no
measure,template,1991,no
evaluation,external,1991,no
internal,standard,1991,no
final,gain,1991,no
light,portion,1991,no
portion,threshold,1991,no
evaluation,represent,1991,no
evaluation,image_processing,1991,no
characteristic,data,1991,no
remote,standard,1991,no
bus,charge,1991,no
focus,mode,1991,no
fuel,speed,1991,no
correlation,hand,1991,no
level,module,1991,no
engine,execution,1991,no
execution,expert,1991,no
distribution,speed,1991,no
pixel,shift,1991,no
classification,location,1991,no
controller,program,1991,no
bus,internal,1991,no
correlation,direction,1991,no
action,evaluation,1991,no
band,frequency,1991,no
coefficient,diagnostic,1991,no
search,tree,1991,no
path,search,1991,no
air,measure,1991,no
binary,symbol,1991,no
evaluation,fuzzy_logic,1991,no
evaluation,operating,1991,no
order,speed,1991,no
detection,fault,1991,no
module,sample,1991,no
automatic,speed,1991,no
execution,learning,1991,no
calculate,sound,1991,no
operational,quantity,1991,no
expert,work,1991,no
base,execution,1991,no
partial,waveform,1991,no
angle,track,1991,no
mode,plurality,1991,no
correlation,reference,1991,no
detect,recognize,1991,no
detect,frequency,1991,no
bus,digital,1991,no
path,terminal,1991,no
board,motor,1991,no
focus,light,1991,no
light,processing_apparatus,1991,no
action,gain,1991,no
pressure,sound,1991,no
sound,wave,1991,no
record,symbol,1991,no
classification,segmentation,1991,no
address,data,1991,no
coefficient,template,1991,no
event,wave,1991,no
file,program,1991,no
input,neuron,1991,no
neuron,training,1991,no
model,system,1991,no
control,fuzzy_logic,1991,no
control,control_system,1991,no
drive,mean,1991,no
aircraft,position,1991,no
speaker,vector,1991,no
output,target,1991,no
course,vehicle,1991,no
obstacle,vehicle,1991,no
control,parameter,1991,no
operation,unit,1991,no
control,date,1991,no
character,hand,1991,no
gain,parameter,1991,no
block,electronic,1991,no
block,search,1991,no
event,execute,1991,no
base,data,1991,no
base,guidance,1991,no
gain,level,1991,no
action,expert,1991,no
expert,user,1991,no
nonlinear,phoneme,1991,no
frequency,utterance,1991,no
frequency,language,1991,no
abnormality,plant,1991,no
operator,plant,1991,no
plant,user,1991,no
switch,threshold,1991,no
address,switch,1991,no
electrode,plant,1991,no
plant,water,1991,no
change,pct,1991,no
item,module,1991,no
evaluation,nonlinear,1991,no
record,sequence,1991,no
band,gain,1991,no
arithmetic,row,1991,no
arithmetic,update,1991,no
monitor,state,1991,no
arithmetic,terminal,1991,no
power,segment,1991,no
coupling,text,1991,no
characteristic,controller,1991,no
characteristic,variable,1991,no
execute,path,1991,no
base,natural_language,1991,no
language,program,1991,no
symbol,table,1991,no
length,text,1991,no
evaluation,internal,1991,no
evaluation,reference,1991,no
evaluation,method,1991,no
characteristic,input_datum,1991,no
rate,time,1991,no
pct,training,1991,no
level,second,1991,no
segment,utterance,1991,no
binary,sensor,1991,no
motion,sensor,1991,no
block,multiplication,1991,no
performance,standard,1991,no
expert,independent,1991,no
control_system,engine,1991,no
probability,weight,1991,no
frequency,power,1991,no
hand,state,1991,no
linear,threshold,1991,no
base,focus,1991,no
analysis,text,1991,no
fault,hypothesis,1991,no
direction,quantity,1991,no
array,error,1991,no
partial,symbol,1991,no
abnormality,base,1991,no
abnormality,expert,1991,no
engine,operating,1991,no
base,execute,1991,no
address,membership,1991,no
membership,second,1991,no
roll,state,1991,no
drive,mode,1991,no
block,calculate,1991,no
diagnostic,module,1991,no
expert,sheet,1991,no
pair,sequence,1991,no
membership,quantity,1991,no
learning,plurality,1991,no
fuel,pct,1991,no
calculate,degree,1991,no
degree,product,1991,no
pixel,recognize,1991,no
arithmetic,change,1991,no
change,weight,1991,no
fault,instruction,1991,no
second,stage,1991,no
operating,speed,1991,no
error,focus,1991,no
error,processing_apparatus,1991,no
correction,error,1991,no
correction,learning,1991,no
mode,sample,1991,no
conclusion,tree,1991,no
analysis,classification,1991,no
coefficient,correlation,1991,no
time,travel,1991,no
processing,step,1991,no
obstacle,sensor,1991,no
date,document,1991,no
machine,reasoning,1991,no
event,hypothesis,1991,no
hypothesis,rule,1991,no
operational,rule,1991,no
display,tree,1991,no
classification,speech,1991,no
character,measure,1991,no
node,recognition,1991,no
document,section,1991,no
item,value,1991,no
fuzzy,storage,1991,no
sort,word,1991,no
display,symbol,1991,no
control,mean,1991,no
control,information,1991,no
function,membership,1992,no
injection,mold,1992,no
date,pct,1992,no
column,row,1992,no
customer,equipment,1992,no
modulation,wavelength,1992,no
problem,solve,1992,no
net,neural,1992,no
beam,laser,1992,no
computation,feedback,1992,no
charge,transfer,1992,no
density,toner,1992,no
linear,non,1992,no
input_datum,teacher,1992,no
car,elevator,1992,no
motor,speed,1992,no
conclusion,phenomenon,1992,no
plural,ring,1992,no
clock,decode,1992,no
article,cloth,1992,no
constant,coupling,1992,no
transistor,voltage,1992,no
apparatus,registration,1992,no
fundamental,music,1992,no
composite,teacher,1992,no
gradient,membership,1992,no
angle,steering,1992,no
hmm,probability,1992,no
charge,line,1992,no
audio,recording,1992,no
strength,wavelength,1992,no
image_processing,radiation,1992,no
disc,optical,1992,no
audio,record,1992,no
collate,input_datum,1992,no
product,sum,1992,no
coordinate,label,1992,no
ultrasonic,wave,1992,no
loop,terminal,1992,no
obstacle,road,1992,no
print,rotary,1992,no
gradient,medium,1992,no
modulation,strength,1992,no
composite,input_datum,1992,no
digital,feedback,1992,no
magnetic,recording,1992,no
collate,update,1992,no
detection,syllable,1992,no
hmm,label,1992,no
gate,transistor,1992,no
communication,transmission,1992,no
modulation,spatial,1992,no
exposure,print,1992,no
function,gradient,1992,no
coefficient,coupling,1992,no
register,update,1992,no
computation,digital,1992,no
line,transfer,1992,no
condition,machining,1992,no
class,feature_vector,1992,no
furnace,gas,1992,no
correlation,ratio,1992,no
density,hmm,1992,no
correct,machining,1992,no
steering,wheel,1992,no
current,location,1992,no
defect,waveform,1992,no
input_datum,update,1992,no
partial,set,1992,no
light,modulation,1992,no
band,frequency,1992,no
audio,video,1992,no
actuator,position,1992,no
contradiction,correction,1992,no
hmm,sequence,1992,no
article,design,1992,no
cloth,design,1992,no
center,pixel,1992,no
datum,input_datum,1992,no
noise,voice,1992,no
expert,system,1992,no
frequency,fundamental,1992,no
driver,vehicle,1992,no
learn,set,1992,no
fuzzy,membership,1992,no
record,recording,1992,no
correction,logic,1992,no
